,id_advert,modele,size,brand,price,price_decimal,ressell_price,promoted,identic_title_description,short_description,secure_description,has_emoji_description,other_campus_dressing,other_campus_dressing_count,hype_products_dressing,hype_products_dressing_count,other_campus_sell,other_campus_sell_count,hype_products_sell,hype_products_sell_count,description_user,sell_sneaker_account,item_count,total_items_count,given_item_count,taken_item_count,feedback_reputation,followers_count,following_count,gender,photo,is_publish_photos_agreed,expose_location,city,country_title,verification_facebook,verification_google,verification_phone,scam
0,3983113025,black,39,adidas Superstar,49.9,0,129,False,0,0,0,1,1.0,16,0.0,0,0.0,0,0.0,0,0,0,17,17,2,0,0.0,1,0,,0,False,True,Apremont,France,False,False,True,1
1,3980586104,black,37,adidas Superstar,50.0,0,111,False,0,0,0,0,1.0,3,0.0,0,0.0,0,0.0,0,0,0,4,9,8,0,0.0,0,0,,1,False,True,Angoulême,France,False,False,True,1
2,3982750602,grey,38,adidas Superstar,65.0,0,143,False,0,0,0,0,1.0,2,0.0,0,0.0,0,0.0,0,0,0,3,3,5,0,0.0,0,0,,1,False,True,Paris,France,False,False,True,1
3,3977749044,black,39,adidas Superstar,50.0,0,129,False,0,0,0,0,1.0,3,0.0,0,0.0,0,0.0,0,0,0,4,9,8,0,0.0,0,0,,1,False,True,Angoulême,France,False,False,True,1
4,3983163202,black,38,adidas Originals,80.0,0,118,False,0,0,0,0,0.0,0,0.0,0,1.0,3,0.0,0,0,0,1,5,4,0,1.0,0,1,F,1,False,True,Marseille 11,Frankreich,False,False,True,1
5,3979105796,grey,41,adidas Superstar,68.0,0,263,False,0,0,0,0,1.0,4,0.0,0,0.0,0,0.0,0,0,0,5,5,1,0,0.0,0,0,,0,False,True,Saussey,France,False,False,True,1
6,3976281790,grey,38,adidas Superstar,60.0,0,143,False,0,0,0,1,1.0,4,0.0,0,0.0,0,0.0,0,0,0,5,5,0,0,0.0,0,0,,1,False,True,Paris,France,False,False,True,1
7,3982752074,grey,39,adidas Superstar,65.0,0,137,False,0,0,0,0,1.0,2,0.0,0,0.0,0,0.0,0,0,0,3,3,5,0,0.0,0,0,,1,False,True,Paris,France,False,False,True,1
8,3983191194,black,39,adidas Superstar,51.0,0,129,False,0,1,0,0,1.0,7,0.0,0,0.0,0,0.0,0,0,0,8,8,4,0,0.0,0,0,,1,False,True,Paris,France,False,False,False,1
9,3983130550,grey,38,adidas Superstar,49.59,1,143,False,0,1,0,0,1.0,10,0.0,0,0.0,0,0.0,0,0,0,11,11,0,0,0.0,0,0,,1,False,True,Montpellier,France,False,False,True,1
10,3983119319,black,38,adidas Superstar,49.9,0,118,False,0,0,0,1,1.0,8,0.0,0,0.0,0,0.0,0,0,0,9,10,1,0,0.0,0,0,,0,False,True,Rennes,France,False,False,True,1
11,3981744450,black,41,adidas,84.0,0,110,False,1,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,3,3,1,0,0.0,0,0,,1,False,False,,France,False,False,True,1
12,3981822711,black,41,adidas,80.0,0,110,False,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,2,8,8,0,1.0,0,0,,1,False,True,Le Puy-en-Velay,France,False,False,False,1
13,3982921367,grey,37.5,adidas Superstar,60.0,0,216,False,0,1,0,0,1.0,4,0.0,0,0.0,0,0.0,0,0,0,5,5,0,0,0.0,0,0,,0,False,True,Colmar,France,False,False,True,1
14,3982618984,green,39,adidas Superstar,59.9,0,136,False,1,1,0,0,1.0,4,0.0,0,0.0,0,0.0,0,0,0,5,5,2,0,0.0,0,0,,1,False,True,Paris,France,False,False,True,1
15,3979341285,black,37,adidas Superstar,50.0,0,111,False,0,0,0,0,1.0,3,0.0,0,0.0,0,0.0,0,0,0,4,6,3,0,0.0,0,0,,1,False,True,Angoulême,France,False,False,True,1
16,3983304685,black,41,adidas Superstar,45.55,1,110,False,0,0,0,0,1.0,16,0.0,0,0.0,0,0.0,0,0,0,17,18,1,0,0.0,0,0,,1,False,True,Montbéliard,Frankrijk,False,False,True,1
17,3983344726,black,40,adidas Superstar,57.0,0,128,False,0,1,0,0,1.0,3,0.0,0,0.0,0,0.0,0,0,0,4,4,0,0,0.0,0,0,,1,False,True,Paris,Francia,False,False,True,1
18,3983302513,grey,41,adidas Superstar,50.24,1,263,False,0,1,0,0,1.0,16,0.0,0,0.0,0,0.0,0,0,0,17,17,0,0,0.0,0,0,,1,False,True,Paris 16,France,False,False,True,1
19,3983322410,grey,41,adidas Superstar,50.52,1,263,False,0,1,0,0,1.0,19,0.0,0,0.0,0,0.0,0,0,0,20,20,0,0,0.0,0,0,,1,False,True,Toulon,France,False,False,True,1
20,3983318757,black,43,adidas Superstar,58.0,0,110,False,0,1,0,0,1.0,3,0.0,0,0.0,0,0.0,0,0,0,4,4,0,0,0.0,0,0,,1,False,True,Marseille,France,False,False,True,1
21,3981837548,grey,37,adidas Superstar,75.0,0,216,False,0,0,0,0,0.0,0,1.0,1,0.0,0,1.0,2,0,0,2,7,6,0,1.0,0,0,,1,False,True,Angoulême,France,False,False,True,1
22,3983125416,grey,41,adidas Superstar,48.6,1,263,False,0,1,0,0,1.0,10,0.0,0,0.0,0,0.0,0,0,0,11,11,0,0,0.0,0,0,,1,False,True,Montpellier,France,False,False,True,1
23,3982974035,black,37,adidas Originals,82.5,0,111,False,0,1,0,0,1.0,1,0.0,0,0.0,0,0.0,0,0,0,2,2,0,0,0.0,0,0,F,1,False,True,Marseille,France,True,False,False,1
24,3979419545,grey,37,adidas Superstar,65.0,0,216,False,0,0,0,0,1.0,2,0.0,0,0.0,0,0.0,0,0,0,3,4,2,0,0.0,0,0,,1,False,True,Angoulême,France,False,False,True,1
25,3981582866,grey,38,adidas Superstar,56.78,1,143,False,0,0,0,0,1.0,4,0.0,0,0.0,0,0.0,0,0,0,5,5,0,0,0.0,0,0,,1,False,True,Nantes,France,False,False,True,1
26,3980091518,black,40,adidas Superstar,50.0,0,128,False,0,0,0,0,1.0,3,0.0,0,0.0,0,0.0,0,0,0,4,9,8,0,0.0,0,0,,1,False,True,Angoulême,France,False,False,True,1
27,3982741584,green,38,adidas,105.0,0,126,False,0,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,7,8,2,1,0.0,0,0,,1,False,True,Saint-Broladre,France,False,False,False,0
28,3983220576,black,42,adidas Superstar,50.15,1,110,False,0,1,0,0,1.0,19,0.0,0,0.0,0,0.0,0,0,0,20,20,0,0,0.0,0,0,,1,False,True,Douai,Frankrijk,False,False,True,1
29,3983110401,grey,41,adidas Originals,86.7,1,263,False,1,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,2,2,0,0,0.0,0,0,F,1,False,True,Toulouse,France,True,False,False,1
30,3982779030,grey,38,adidas,105.0,0,143,False,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,7,10,3,0,1.0,0,0,,1,False,True,Aubagne,France,False,False,False,1
31,3983299902,grey,42,adidas Superstar,50.34,1,271,False,0,1,0,0,1.0,16,0.0,0,0.0,0,0.0,0,0,0,17,17,0,0,0.0,0,0,,1,False,True,Paris 16,France,False,False,True,1
32,3978639179,grey,38,adidas Superstar,65.0,0,143,False,0,0,0,0,1.0,1,0.0,0,0.0,0,0.0,0,0,0,2,3,1,0,0.0,0,0,,1,False,True,Angoulême,France,False,False,True,1
33,3982933389,grey,39,adidas Superstar,59.74,1,137,False,0,1,0,0,1.0,4,0.0,0,0.0,0,0.0,0,0,0,5,5,0,0,0.0,0,0,,0,False,True,Colmar,France,False,False,True,1
34,3981833159,black,42,adidas,82.0,0,110,False,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,2,4,4,0,1.0,0,0,,1,False,True,Drancy,France,False,False,True,1
35,3982270206,grey,36,adidas Superstar,64.0,0,188,False,1,1,0,0,1.0,4,0.0,0,0.0,0,0.0,0,0,0,5,5,3,0,0.0,0,0,,1,False,True,Paris,France,False,False,True,1
36,3973647745,grey,38,adidas Superstar,78.0,0,143,False,0,0,0,0,1.0,2,0.0,0,0.0,0,0.0,0,0,0,3,3,0,3,0.2,0,0,,1,False,True,Paris,Francia,False,False,False,1
37,3983317304,black,42,adidas Superstar,58.0,0,110,False,0,1,0,0,1.0,3,0.0,0,0.0,0,0.0,0,0,0,4,4,0,0,0.0,0,0,,1,False,True,Marseille,France,False,False,True,1
38,3982485816,grey,38,adidas,90.25,1,143,False,1,1,0,0,0.0,0,1.0,1,1.0,2,0.0,0,0,0,2,6,6,0,1.0,0,0,M,1,False,True,Wattrelos,France,False,False,True,1
39,3983179482,grey,37,adidas Superstar,55.0,0,216,False,1,1,0,0,1.0,4,0.0,0,0.0,0,0.0,0,0,0,5,5,1,0,0.0,0,0,,1,False,True,Paris,Francia,False,False,True,1
40,3979411145,grey,38,adidas Superstar,65.0,0,143,False,0,0,0,0,1.0,2,0.0,0,0.0,0,0.0,0,0,0,3,4,2,0,0.0,0,0,,1,False,True,Angoulême,France,False,False,True,1
41,3980664414,crystal,41,Dynam,72.5,0,129,False,1,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,2,0,0.0,0,0,,1,False,True,Lyon,France,False,False,True,1
42,3975353604,black,39,adidas,76.0,0,129,False,1,1,0,0,0.0,0,0.0,0,1.0,1,0.0,0,0,0,1,8,8,0,1.0,4,2,F,1,True,True,Tours,France,False,False,True,1
43,3983299773,black,38,adidas Originals,79.0,0,118,False,1,1,0,0,0.0,0,0.0,0,0.25,2,0.0,0,0,0,2,12,11,4,0.8,2,0,F,1,False,True,Gragnague,France,False,True,True,1
44,3980113195,grey,39,adidas Superstar,60.0,0,137,False,0,0,0,1,1.0,2,0.0,0,0.0,0,0.0,0,0,0,3,7,9,0,0.0,0,0,,1,False,True,Angoulême,France,False,False,True,1
